anio;num_mes;departamento;provincia;distrito;sector;area;categoria;descripcion;cantidad;fecha_data;;;;;;
2020;12;Lambayeque;Chiclayo;La Victoria;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);16;27/06/2025;;;;;;
2020;01;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);6;27/06/2025;;;;;;
2020;02;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);11;27/06/2025;;;;;;
2020;03;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);6;27/06/2025;;;;;;
2020;04;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);7;27/06/2025;;;;;;
2020;05;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);14;27/06/2025;;;;;;
2020;06;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);13;27/06/2025;;;;;;
2020;07;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);11;27/06/2025;;;;;;
2020;08;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);12;27/06/2025;;;;;;
2020;09;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);7;27/06/2025;;;;;;
2020;10;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);9;27/06/2025;;;;;;
2020;11;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);9;27/06/2025;;;;;;
2020;12;Lambayeque;Chiclayo;Pimentel;MINSA;urbano;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);5;27/06/2025;;;;;;
2020;01;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;290;27/06/2025;;;;;;
2020;02;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;314;27/06/2025;;;;;;
2020;03;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;304;27/06/2025;;;;;;
2020;04;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;247;27/06/2025;;;;;;
2020;05;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;184;27/06/2025;;;;;;
2020;06;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;182;27/06/2025;;;;;;
2020;07;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;185;27/06/2025;;;;;;
2020;08;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;211;27/06/2025;;;;;;
2020;09;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;237;27/06/2025;;;;;;
2020;10;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;245;27/06/2025;;;;;;
2020;11;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;261;27/06/2025;;;;;;
2020;12;Lambayeque;Chiclayo;Chiclayo;MINSA;urbano;II-2;Hospital de mediana complejidad;233;27/06/2025;;;;;;
2020;01;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;02;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);5;27/06/2025;;;;;;
2020;03;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;04;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;05;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;06;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;07;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;08;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;09;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;10;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;11;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;12;Lambayeque;Chiclayo;Cayalti;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;01;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);3;27/06/2025;;;;;;
2020;02;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);7;27/06/2025;;;;;;
2020;03;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);13;27/06/2025;;;;;;
2020;04;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);6;27/06/2025;;;;;;
2020;05;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);13;27/06/2025;;;;;;
2020;06;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);6;27/06/2025;;;;;;
2020;07;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);3;27/06/2025;;;;;;
2020;08;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);8;27/06/2025;;;;;;
2020;09;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);8;27/06/2025;;;;;;
2020;10;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);7;27/06/2025;;;;;;
2020;11;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);2;27/06/2025;;;;;;
2020;12;Lambayeque;Chiclayo;Chongoyape;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);1;27/06/2025;;;;;;
2020;01;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);77;27/06/2025;;;;;;
2020;02;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);51;27/06/2025;;;;;;
2020;03;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);83;27/06/2025;;;;;;
2020;04;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);98;27/06/2025;;;;;;
2020;05;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);99;27/06/2025;;;;;;
2020;06;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);52;27/06/2025;;;;;;
2020;07;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);55;27/06/2025;;;;;;
2020;08;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);56;27/06/2025;;;;;;
2020;09;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);49;27/06/2025;;;;;;
2020;10;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);47;27/06/2025;;;;;;
2020;11;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);61;27/06/2025;;;;;;
2020;12;Lambayeque;Chiclayo;JLO;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);63;27/06/2025;;;;;;
2020;01;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);27;27/06/2025;;;;;;
2020;02;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);24;27/06/2025;;;;;;
2020;03;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);32;27/06/2025;;;;;;
2020;04;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);26;27/06/2025;;;;;;
2020;05;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);25;27/06/2025;;;;;;
2020;06;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);20;27/06/2025;;;;;;
2020;07;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);18;27/06/2025;;;;;;
2020;08;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);15;27/06/2025;;;;;;
2020;09;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);13;27/06/2025;;;;;;
2020;10;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);24;27/06/2025;;;;;;
2020;11;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);22;27/06/2025;;;;;;
2020;12;Lambayeque;Chiclayo;Monsefu;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);25;27/06/2025;;;;;;
2020;01;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);6;27/06/2025;;;;;;
2020;02;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);3;27/06/2025;;;;;;
2020;03;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);8;27/06/2025;;;;;;
2020;04;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);7;27/06/2025;;;;;;
2020;05;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);6;27/06/2025;;;;;;
2020;06;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);4;27/06/2025;;;;;;
2020;07;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);10;27/06/2025;;;;;;
2020;08;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);5;27/06/2025;;;;;;
2020;09;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);3;27/06/2025;;;;;;
2020;10;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);6;27/06/2025;;;;;;
2020;11;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);2;27/06/2025;;;;;;
2020;12;Lambayeque;Chiclayo;Oyotun;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);5;27/06/2025;;;;;;
2020;01;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);2;27/06/2025;;;;;;
2020;02;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;03;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;04;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;05;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;06;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;07;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);1;27/06/2025;;;;;;
2020;08;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);2;27/06/2025;;;;;;
2020;09;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);1;27/06/2025;;;;;;
2020;10;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);1;27/06/2025;;;;;;
2020;11;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);2;27/06/2025;;;;;;
2020;12;Lambayeque;Ferreniafe;Caniaris;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);3;27/06/2025;;;;;;
2020;01;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);4;27/06/2025;;;;;;
2020;02;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);5;27/06/2025;;;;;;
2020;03;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);5;27/06/2025;;;;;;
2020;04;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);9;27/06/2025;;;;;;
2020;05;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);5;27/06/2025;;;;;;
2020;06;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);4;27/06/2025;;;;;;
2020;07;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);0;27/06/2025;;;;;;
2020;08;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);1;27/06/2025;;;;;;
2020;09;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);3;27/06/2025;;;;;;
2020;10;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);2;27/06/2025;;;;;;
2020;11;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);8;27/06/2025;;;;;;
2020;12;Lambayeque;Ferreniafe;Incahuasi;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);11;27/06/2025;;;;;;
2020;01;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);10;27/06/2025;;;;;;
2020;02;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);12;27/06/2025;;;;;;
2020;03;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);11;27/06/2025;;;;;;
2020;04;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);17;27/06/2025;;;;;;
2020;05;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);33;27/06/2025;;;;;;
2020;06;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);10;27/06/2025;;;;;;
2020;07;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);14;27/06/2025;;;;;;
2020;08;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);21;27/06/2025;;;;;;
2020;09;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);18;27/06/2025;;;;;;
2020;10;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);25;27/06/2025;;;;;;
2020;11;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);32;27/06/2025;;;;;;
2020;12;Lambayeque;Lambayeque;Illimo;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);19;27/06/2025;;;;;;
2020;01;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);7;27/06/2025;;;;;;
2020;02;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);12;27/06/2025;;;;;;
2020;03;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);16;27/06/2025;;;;;;
2020;04;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);14;27/06/2025;;;;;;
2020;05;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);19;27/06/2025;;;;;;
2020;06;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);16;27/06/2025;;;;;;
2020;07;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);16;27/06/2025;;;;;;
2020;08;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);9;27/06/2025;;;;;;
2020;09;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);14;27/06/2025;;;;;;
2020;10;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);9;27/06/2025;;;;;;
2020;11;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);16;27/06/2025;;;;;;
2020;12;Lambayeque;Lambayeque;Jayanca;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);11;27/06/2025;;;;;;
2020;01;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);27;27/06/2025;;;;;;
2020;02;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);30;27/06/2025;;;;;;
2020;03;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);39;27/06/2025;;;;;;
2020;04;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);21;27/06/2025;;;;;;
2020;05;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);33;27/06/2025;;;;;;
2020;06;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);23;27/06/2025;;;;;;
2020;07;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);20;27/06/2025;;;;;;
2020;08;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);16;27/06/2025;;;;;;
2020;09;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);24;27/06/2025;;;;;;
2020;10;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);23;27/06/2025;;;;;;
2020;11;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);22;27/06/2025;;;;;;
2020;12;Lambayeque;Lambayeque;Morrope;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);18;27/06/2025;;;;;;
2020;01;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);24;27/06/2025;;;;;;
2020;02;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);20;27/06/2025;;;;;;
2020;03;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);16;27/06/2025;;;;;;
2020;04;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);20;27/06/2025;;;;;;
2020;05;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);41;27/06/2025;;;;;;
2020;06;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);21;27/06/2025;;;;;;
2020;07;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);25;27/06/2025;;;;;;
2020;08;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);14;27/06/2025;;;;;;
2020;09;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);19;27/06/2025;;;;;;
2020;10;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);19;27/06/2025;;;;;;
2020;11;Lambayeque;Lambayeque;Motupe;MINSA;rural;I-3;Centro de salud con mayor capacidad (médico y laboratorio básico);27;27/06/2025;;;;;;
