ANIO;MES;CCDD;DEPARTAMENTO;PROVINCIA;DISTRITO;COMISARIA;categoria;Denuncias por comision;Valor
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_MENDICIDAD/ VIA PUBLICA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_TALLERES PIROTECNICOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_ACTIVIDAD PESQUERA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_ACTIVIDAD AGROPECUARIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_ALBAÑILERIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_ESTIBADORES;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_TRABAJO EN MERCADOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_OTRO/ESPECIFICAR;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;TIPO RECLUTAMIENTO;T_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;TIPO RECLUTAMIENTO;T_NACIONAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;TIPO RECLUTAMIENTO;T_INTERNACIONAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;INSTRUCCIÓN DE LA VÍCTIMA;P3_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;INSTRUCCIÓN DE LA VÍCTIMA;P3_PRIMARIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;INSTRUCCIÓN DE LA VÍCTIMA;P3_SECUNDARIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;INSTRUCCIÓN DE LA VÍCTIMA;P3_SUPERIOR;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;INSTRUCCIÓN DE LA VÍCTIMA;P3_NO ESPECIFICA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;CAPTACIÓN;C_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;CAPTACIÓN;C_OFERTA DE TRABAJO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;CAPTACIÓN;C_OFERTA DE ESTUDIO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;CAPTACIÓN;C_SEDUCCION;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;CAPTACIÓN;C_INTERNET;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;CAPTACIÓN;C_PADRINAZGO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;CAPTACIÓN;C_OTRO (ESPECIFICAR);0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;MEDIO EMPLEADO POR EL TRATANTE;M_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;MEDIO EMPLEADO POR EL TRATANTE;M_AMENAZA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;MEDIO EMPLEADO POR EL TRATANTE;M_VIOLENCIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;MEDIO EMPLEADO POR EL TRATANTE;M_PRIVACION DE LA LIBERTAD;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;MEDIO EMPLEADO POR EL TRATANTE;M_FRAUDE;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;MEDIO EMPLEADO POR EL TRATANTE;M_ENGAÑO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;MEDIO EMPLEADO POR EL TRATANTE;M_ABUSO DE PODER;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;MEDIO EMPLEADO POR EL TRATANTE;M_CONCESION O RECEPCION DE PAGOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;MEDIO EMPLEADO POR EL TRATANTE;M_OTRO (ESPECIFICAR);0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;VÍNCULO CON EL TRATANTE;P4_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;VÍNCULO CON EL TRATANTE;P4_CONYUGE;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;VÍNCULO CON EL TRATANTE;P4_FAMILIAR;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;VÍNCULO CON EL TRATANTE;P4_TUTOR;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;VÍNCULO CON EL TRATANTE;P4_CONOCIDO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;VÍNCULO CON EL TRATANTE;P4_OTRO (ESPECIFICAR);0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;PERSONA QUE DENUNCIA;P5_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;PERSONA QUE DENUNCIA;P5_MADRE;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;PERSONA QUE DENUNCIA;P5_HERMANA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;PERSONA QUE DENUNCIA;P5_UN FAMILIAR;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;PERSONA QUE DENUNCIA;P5_OTRO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_COMISARIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_FISCALIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_JUEZ;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_OTRAS AUTORIDADES;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_PENDIENTE DE INVESTIGACION;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_DESISTIMIENTO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_OTRO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;EM_EF_TOTAL;EM_EF_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_SUB TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 0 A 5 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 6 A 11 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 12 A 17 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 18 A 29 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 30 A 59 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 60 A MAS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_SUB TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_DE 0 A 5 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_DE 6 A 11 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_DE 12 A 17 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_DE 18 A 29 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_DE 30 A 59 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_DE 60 A MAS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;DEL NORTE-JL ORTIZ;FINALIDAD DEL TIPO DE DELITO;F1_EXPLOTACION SEXUAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;FINALIDAD DEL TIPO DE DELITO;F1_EXPLOTACION LABORAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;FINALIDAD DEL TIPO DE DELITO;F1_MENDICIDAD;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;FINALIDAD DEL TIPO DE DELITO;F1_TRABAJOS Y SERVICIOS FORZADOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;FINALIDAD DEL TIPO DE DELITO;F1_VENTA DE NIÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;FINALIDAD DEL TIPO DE DELITO;F1_TRAFICO DE ORGANOS TEJIDO HUMANO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;FINALIDAD DEL TIPO DE DELITO;F1_NO IDENTIFICADO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_PROSTIBULO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_NIGHT CLUB;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_DISCOTECA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_ESTUDIO DE MODELAJE;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_CENTRO DE MASAJES;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_CENTRO DE PRODUCCION DE PORNOGRAFIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_FABRICA ARTESANAL DE LADRILOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_SEGREGACION DE BASURA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_MINERIA ARTESANAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_TALA ILEGAL DE LA MADERA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_SERVICIO DOMESTICO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_MENDICIDAD/ VIA PUBLICA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_TALLERES PIROTECNICOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_ACTIVIDAD PESQUERA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_ACTIVIDAD AGROPECUARIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_ALBAÑILERIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_ESTIBADORES;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_TRABAJO EN MERCADOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;CHICLAYO;CESAR LLATAS CASTRO;EXPLOTACIÓN;F2_OTRO/ESPECIFICAR;0
2017;1;14;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;DEL NORTE-JL ORTIZ;TIPO RECLUTAMIENTO;T_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;TIPO RECLUTAMIENTO;T_NACIONAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;TIPO RECLUTAMIENTO;T_INTERNACIONAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;INSTRUCCIÓN DE LA VÍCTIMA;P3_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;INSTRUCCIÓN DE LA VÍCTIMA;P3_PRIMARIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;INSTRUCCIÓN DE LA VÍCTIMA;P3_SECUNDARIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;INSTRUCCIÓN DE LA VÍCTIMA;P3_SUPERIOR;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;INSTRUCCIÓN DE LA VÍCTIMA;P3_NO ESPECIFICA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;CAPTACIÓN;C_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;CAPTACIÓN;C_OFERTA DE TRABAJO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;CAPTACIÓN;C_OFERTA DE ESTUDIO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;CAPTACIÓN;C_SEDUCCION;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;CAPTACIÓN;C_INTERNET;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;CAPTACIÓN;C_PADRINAZGO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;CAPTACIÓN;C_OTRO (ESPECIFICAR);0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MEDIO EMPLEADO POR EL TRATANTE;M_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MEDIO EMPLEADO POR EL TRATANTE;M_AMENAZA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MEDIO EMPLEADO POR EL TRATANTE;M_VIOLENCIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MEDIO EMPLEADO POR EL TRATANTE;M_PRIVACION DE LA LIBERTAD;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MEDIO EMPLEADO POR EL TRATANTE;M_FRAUDE;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MEDIO EMPLEADO POR EL TRATANTE;M_ENGAÑO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MEDIO EMPLEADO POR EL TRATANTE;M_ABUSO DE PODER;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MEDIO EMPLEADO POR EL TRATANTE;M_CONCESION O RECEPCION DE PAGOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MEDIO EMPLEADO POR EL TRATANTE;M_OTRO (ESPECIFICAR);0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;VÍNCULO CON EL TRATANTE;P4_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;VÍNCULO CON EL TRATANTE;P4_CONYUGE;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;VÍNCULO CON EL TRATANTE;P4_FAMILIAR;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;VÍNCULO CON EL TRATANTE;P4_TUTOR;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;VÍNCULO CON EL TRATANTE;P4_CONOCIDO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;VÍNCULO CON EL TRATANTE;P4_OTRO (ESPECIFICAR);0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;PERSONA QUE DENUNCIA;P5_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;PERSONA QUE DENUNCIA;P5_MADRE;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;PERSONA QUE DENUNCIA;P5_HERMANA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;PERSONA QUE DENUNCIA;P5_UN FAMILIAR;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;PERSONA QUE DENUNCIA;P5_OTRO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_COMISARIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_FISCALIA;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_JUEZ;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_OTRAS AUTORIDADES;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_PENDIENTE DE INVESTIGACION;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_DESISTIMIENTO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;DESTINO DEL HECHO;D_OTRO;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;EM_EF_TOTAL;EM_EF_TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_SUB TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 0 A 5 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 6 A 11 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 12 A 17 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 18 A 29 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 30 A 59 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;MASCULINO GRUPO DE EDAD;EM_DE 60 A MAS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_SUB TOTAL;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_DE 0 A 5 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_DE 6 A 11 AÑOS;0
2017;1;14;LAMBAYEQUE;CHICLAYO;PIMENTEL;COMISARIA PNP PIMENTEL;FEMENINO GRUPO EDAD;EF_DE 12 A 17 AÑOS;0
